"SourceUnit","OriginalTestClass","OriginalTestMethod","Status","NexusTest","Notes"
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_LocalMethodInProgramNotUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_LocalVarOfNotUsedProc","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_LocalVarOfNotUsedMethod","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_AssemblerParameterIgnored","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_AssemblerDelphiParameterIgnored","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_FunctionResultDoesNotSeemToBeSet","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_FunctionResultDoesNotSeemToBeSet_Abstract","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_FunctionResultRecord","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_FunctionResultRecordEmpty","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_FunctionResultPassRecordElement","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_FunctionResultAssembler","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_FunctionResultExit","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_AbsoluteVar","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_GenFunctionResultArgNotUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestM_Hint_GenFunc_LocalInsideImplUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_LocalVar","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_UnitUsed","active NexusPas test with adjusted Nexus expectation","NexusPas.PassrcPort.ProjectGraphKnownUses","Use-analysis unit relationship translated to Nexus project graph known-use metadata."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_UnitUsed_ResourceString","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_UnitNotUsed","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_UnitInitialization","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_UnitFinalization","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_CallInherited","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_ProgramPublicDeclarations","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_ClassOverride","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_ClassDefaultProperty","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_BeforeConstruction","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_Published","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_PublishedSetType","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_PublishedArrayType","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_PublishedClassOfType","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_PublishedRecordType","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_PublishedProcType","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_PublishedProperty","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_BuiltInFunctions","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_TypeInfo","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_TypeInfo_PropertyEnumType","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_TypeInfo_Alias","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_TypeInfo_Specialize","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_ForInClass","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_AssertSysUtils","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_RangeErrorSysUtils","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_ClassInterface","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_ClassInterface_OneWayIntfToObj","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_ClassInterface_Delegation","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_ClassInterface_COM","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_ClassInterface_COM_Unit","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_ClassInterface_Typeinfo","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_ClassInterface_TGUID","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_ClassHelper","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_ClassHelper_ClassConstrucor_Used","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_Attributes","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
"tcuseanalyzer.pas","TTestUseAnalyzer","TestWP_Attributes_ForwardClass","deferred because NexusPas does not yet support the required feature","","Requires passrc use-analyzer/semantic usage analysis."
